author,idn,place,recipient,year,location,point,lat,lon
"Kayser, Rudolf",996611940,"New York, NY","Heilbut, Iwan",1945-1945,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Gomperts, H. C.",996658106,"New York, NY","Heilbut, Iwan",1941-1941,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Kranz, Heinrich B.",996675272,"New York, NY","Heilbut, Iwan",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Landau, Ida",996741046,"New York, NY","Heilbut, Iwan",1940-1940,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Lange, Regina",996747257,"New York, NY","Heilbut, Iwan",1946-1946,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Langner, Ruth",99674827X,"New York, NY","Heilbut, Iwan",1943-1943,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Leitner, Rudolf",996786279,"New York, NY","Heilbut, Iwan",1949-1949,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Busoni, Rafaello",994334125,"New York, NY","Heilbut, Iwan",1941-1941,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Carreras, Maria",994344376,"New York, NY","Heilbut, Iwan",1962-1962,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Cohn, Erich",994368550,"New York, NY","Heilbut, Iwan",1957-1957,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Shirer, Bill",994371977,"New York, NY","Heilbut, Iwan",1943-1943,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Barnouw, Adriaan Jacob",994373147,"New York, NY","Heilbut, Iwan",1941-1941,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Wise, T. E.",1000274012,"New York, NY","Heilbut, Iwan",1950-1950,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Haskell, William N.",994435193,"New York, NY","Heilbut, Iwan",1946-1946,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Cotton, Maurice",994439059,"New York, NY","Heilbut, Iwan",1956-1956,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Ogden, Archibald G.",994439261,"New York, NY","Heilbut, Iwan",1944-1945,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Goldbeck, Cecil",994440049,"New York, NY","Heilbut, Iwan",1945-1945,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Straus, Roger W.",994440391,"New York, NY","Heilbut, Iwan",1941-1941,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Haggard, Edith",994440847,"New York, NY","Heilbut, Iwan",1944-1945,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Deutsch, Babette",994449275,"New York, NY","Heilbut, Iwan",1942-1942,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Deutsch, Julius",994451512,"New York, NY","Heilbut, Iwan",1942-1942,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Cady, Howard S.",994661827,"New York, NY","Heilbut, Iwan",1943-1969,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Moskowitz, Marcella",994675828,"New York, NY","Heilbut, Iwan",1942-1942,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Ehrenstein, Albert",994682824,"New York, NY","Heilbut, Iwan",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Eisner, Bruno",99473820X,"New York, NY","Heilbut, Iwan",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Goffin, Robert",994793340,"New York, NY","Heilbut, Iwan",1941-1941,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Farau, Alfred",994851707,"New York, NY","Heilbut, Iwan",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Fiene, Jeanette",99486194X,"New York, NY","Heilbut, Iwan",1957-1957,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Knopf, Alfred A.",993007120,"New York, NY","Heilbut, Iwan",1943-1944,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Koppell, Gabrielle K.",993010652,"New York, NY","Heilbut, Iwan",1941-1941,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"La Farge, John",993011446,"New York, NY","Heilbut, Iwan",1950-1950,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Kleeman, Rita Halle",993011896,"New York, NY","Heilbut, Iwan",1942-1942,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Zühlsdorff, Volkmar von",993012221,"New York, NY","Heilbut, Iwan",1940-1940,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Robbins, Jeannette",993012531,"New York, NY","Heilbut, Iwan",1944-1946,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Jewell, R. L.",993497039,"New York, NY","Heilbut, Iwan",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Georg, Manfred",993502571,"New York, NY","Heilbut, Iwan",1941-1972,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Connelly, Edith",993505430,"New York, NY","Heilbut, Iwan",1944-1945,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Braun, ...",1000373584,"New York, NY","Heilbut, Iwan",1943-1943,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Beer-Hofmann, Nae͏̈mah",993611338,"New York, NY","Heilbut, Iwan",1946-1956,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Jung, Richard",993756506,"New York, NY","Heilbut, Iwan",1950-1950,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",993751822,Berlin-Wilmersdorf u.a.,"Zarek, Otto",1955-1960,,,,
"Heilbut, Iwan",993751997,Berlin-Wilmersdorf u.a.,"Zarek, Otto",1956-1960,,,,
"Heilbut, Iwan",994466919,Berlin-Wilmersdorf u.a.,"Böse, Georg",1955-1961,,,,
"Heilbut, Iwan",994794436,Berlin-Wilmersdorf u.a.,"Laubrinus, ...",1955-1956,,,,
"Heilbut, Iwan",998507822,Berlin-Wilmersdorf u.a.,"Lietzau, Hans",1955-1957,,,,
"Heilbut, Iwan",99673726X,Berlin-Wilmersdorf u.a.,"Grosse, Karl Friedrich",1956-1960,,,,
"Heilbut, Iwan",996788093,Berlin-Wilmersdorf u.a.,"Lemmer, Ernst",1955-1966,,,,
"Heilbut, Iwan",993601936,Berlin-Wilmersdorf u.a.,"Gillen, Otto",1955-1970,,,,
"Heilbut, Iwan",993625835,Berlin-Wilmersdorf u.a.,"Beer-Hofmann, Nae͏̈mah",1956-1957,,,,
"Heilbut, Iwan",993752101,Berlin-Grunewald,"Garbe, ...",1959-1959,"Grunewald, Berlin, Germany","(52.48338, 13.26586, 0.0)",52.48338,13.26586
"Heilbut, Iwan",993752586,Berlin-Grunewald,"Lambart, ...",1959-1959,"Grunewald, Berlin, Germany","(52.48338, 13.26586, 0.0)",52.48338,13.26586
"Heilbut, Iwan",993795080,Berlin-Grunewald,"Blumenfeld, Fanny",1957-1957,"Grunewald, Berlin, Germany","(52.48338, 13.26586, 0.0)",52.48338,13.26586
"Heilbut, Iwan",994448635,Berlin-Grunewald,"Dammann, Anna",1957-1958,"Grunewald, Berlin, Germany","(52.48338, 13.26586, 0.0)",52.48338,13.26586
"Heilbut, Iwan",994658265,Berlin-Grunewald,"Dorsch, Käthe",1957-1957,"Grunewald, Berlin, Germany","(52.48338, 13.26586, 0.0)",52.48338,13.26586
"Heilbut, Iwan",994862075,Berlin-Grunewald,"Fiene, Jeanette",1957-1957,"Grunewald, Berlin, Germany","(52.48338, 13.26586, 0.0)",52.48338,13.26586
"Heilbut, Iwan",995856079,Berlin-Grunewald,"Giraudoux, Jean-Pierre",1957-1957,"Grunewald, Berlin, Germany","(52.48338, 13.26586, 0.0)",52.48338,13.26586
"Heilbut, Iwan",996506055,Berlin-Grunewald,"Kohn, Hein",1959-1959,"Grunewald, Berlin, Germany","(52.48338, 13.26586, 0.0)",52.48338,13.26586
"Heilbut, Iwan",999363719,Berlin-Grunewald,"Treitel, Miriam",1958-1960,"Grunewald, Berlin, Germany","(52.48338, 13.26586, 0.0)",52.48338,13.26586
"Heilbut, Iwan",999490273,Berlin-Grunewald,"Karsch, Walther",1957-1957,"Grunewald, Berlin, Germany","(52.48338, 13.26586, 0.0)",52.48338,13.26586
"Heilbut, Iwan",999935631,Berlin-Grunewald,"Wells, Henry Willis",1959-1959,"Grunewald, Berlin, Germany","(52.48338, 13.26586, 0.0)",52.48338,13.26586
"Heilbut, Iwan",997115041,Berlin-Grunewald,"Hohenemser, Herbert",1959-1968,"Grunewald, Berlin, Germany","(52.48338, 13.26586, 0.0)",52.48338,13.26586
"Heilbut, Iwan",996645144,Berlin-Grunewald,"Kinski, Klaus",1958-1958,"Grunewald, Berlin, Germany","(52.48338, 13.26586, 0.0)",52.48338,13.26586
"Heilbut, Iwan",996722726,Berlin-Grunewald,"Krieger, Arnold",1958-1958,"Grunewald, Berlin, Germany","(52.48338, 13.26586, 0.0)",52.48338,13.26586
"Heilbut, Iwan",993390358,Berlin-Grunewald,"Gildner, Jay W.",1958-1966,"Grunewald, Berlin, Germany","(52.48338, 13.26586, 0.0)",52.48338,13.26586
"Heilbut, Iwan",99339079X,Berlin-Grunewald,"Scott, James A.",1959-1959,"Grunewald, Berlin, Germany","(52.48338, 13.26586, 0.0)",52.48338,13.26586
"Heilbut, Iwan",993525245,Berlin-Grunewald,"Aust, Hertha",1959-1959,"Grunewald, Berlin, Germany","(52.48338, 13.26586, 0.0)",52.48338,13.26586
"Schulz, Günter",999496573,Berlin-Grunewald,"Heilbut, Iwan",1961-1962,"Grunewald, Berlin, Germany","(52.48338, 13.26586, 0.0)",52.48338,13.26586
"Hentschel, R.",996197885,Berlin-Grunewald,"Heilbut, Iwan",1960-1960,"Grunewald, Berlin, Germany","(52.48338, 13.26586, 0.0)",52.48338,13.26586
"Kahnert, Walter",99479469X,Berlin-Grunewald,"Heilbut, Iwan",1955-1955,"Grunewald, Berlin, Germany","(52.48338, 13.26586, 0.0)",52.48338,13.26586
"Heilbut, Iwan",993752470,Hamburg,"Gerber, Hela",1954-1954,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Heilbut, Iwan",993800475,Hamburg,"Bothas, Dagmar",1954-1954,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Heilbut, Iwan",99433494X,Hamburg,"Stercken, Hans",1971-1972,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Heilbut, Iwan",995867615,Hamburg,"Goes, Albrecht",1954-1954,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Heilbut, Iwan",99592614X,Hamburg,"Vogel, Paul O.",1954-1966,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Heilbut, Iwan",995932433,Hamburg,"Hampe, Johann Christoph",1954-1954,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Heilbut, Iwan",997720859,Hamburg,"Auburtin, A.",1954-1954,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Heilbut, Iwan",998354899,Hamburg,"Rimpel, Alexandra",1954-1958,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Heilbut, Iwan",996610723,Hamburg,"Kasper, Ottilie",1963-1964,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Heilbut, Iwan",996630252,Hamburg,"Kerr, Alfred",1954-1954,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Heilbut, Iwan",996664165,Hamburg,"Koch, Willi August",1954-1954,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Mähl, Albert",996989145,Hamburg,"Heilbut, Iwan",1948-1948,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Meierott, Hans",997088370,Hamburg,"Heilbut, Iwan",1968-1971,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Böer, Friedrich",997711817,Hamburg,"Heilbut, Iwan",1958-1963,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Nossack, Hans Erich",997720999,Hamburg,"Heilbut, Iwan",1948-1948,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Haas, Helmuth de",999935771,Hamburg,"Heilbut, Iwan",1966-1971,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Wieman, E.",999959506,Hamburg,"Heilbut, Iwan",1954-1958,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Wolff, Hans",1000079457,Hamburg,"Heilbut, Iwan",1951-1951,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Krüger, Wolfgang",1000084094,Hamburg,"Heilbut, Iwan",1948-1951,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Heilbut, Iwan",993005942,Hamburg,"Sinhuber, Bartel F.",1969-1969,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Seydelmann, Gertrud",999300644,Hamburg,"Heilbut, Iwan",1966-1966,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Südhaus, Asta",999318799,Hamburg,"Heilbut, Iwan",1957-1957,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Keune, Johannes Angelus",999504630,Hamburg,"Heilbut, Iwan",1948-1948,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Friedenthal, Richard",994914334,Hamburg,"Heilbut, Iwan",1948-1948,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Wittig, Friedrich",994915500,Hamburg,"Heilbut, Iwan",1948-1948,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Lüth, Erich",99592595X,Hamburg,"Heilbut, Iwan",1951-1966,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Harbeck, Anni",995932026,Hamburg,"Heilbut, Iwan",1968-1968,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Heilbut, Minna",996075968,Hamburg,"Heilbut, Charlotte",1941-1941,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Hell, Heinz",99619777X,Hamburg,"Heilbut, Iwan",1966-1966,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Knaus, Albrecht",996389725,Hamburg,"Heilbut, Iwan",1951-1969,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Jennerich, Louise",996528776,Hamburg,"Heilbut, Iwan",1951-1952,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Keller, Josef",996601589,Hamburg,"Heilbut, Iwan",1951-1951,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Kruttke, Monika",994361823,Hamburg,"Heilbut, Iwan",1968-1968,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Lippert, Albert",994467001,Hamburg,"Heilbut, Iwan",1954-1954,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Albers, Heinz",993005012,Hamburg,"Heilbut, Iwan",1966-1969,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Kleeman, Rita Halle",1001128176,Hamburg,"Heilbut, Iwan",1963-1970,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Kapischke, Reinhard",993401058,Hamburg,"Heilbut, Iwan",1959-1966,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Asmus, Johannes",993502040,Hamburg,"Heilbut, Iwan",1964-1964,"Hamburg, Hamburg, Germany","(53.55073, 9.99302, 0.0)",53.55073,9.99302
"Heilbut, Iwan",99379498X,Berlin-Wilmersdorf,"Blume, ...",1955-1955,"Wilmersdorf, Berlin, Germany","(52.48333, 13.31667, 0.0)",52.48333,13.31667
"Heilbut, Iwan",994192894,Berlin-Wilmersdorf,"Brüdern, Gerd",1956-1956,"Wilmersdorf, Berlin, Germany","(52.48333, 13.31667, 0.0)",52.48333,13.31667
"Heilbut, Iwan",994849664,Berlin-Wilmersdorf,"Kahnert, Walter",1955-1955,"Wilmersdorf, Berlin, Germany","(52.48333, 13.31667, 0.0)",52.48333,13.31667
"Heilbut, Iwan",996257004,Berlin-Wilmersdorf,"Heuss, Theodor",1955-1955,"Wilmersdorf, Berlin, Germany","(52.48333, 13.31667, 0.0)",52.48333,13.31667
"Heilbut, Iwan",998593346,Berlin-Wilmersdorf,"Ganzer, Karl",1955-1955,"Wilmersdorf, Berlin, Germany","(52.48333, 13.31667, 0.0)",52.48333,13.31667
"Heilbut, Iwan",999529838,Berlin-Wilmersdorf,"Voigt, Rainer",1955-1955,"Wilmersdorf, Berlin, Germany","(52.48333, 13.31667, 0.0)",52.48333,13.31667
"Heilbut, Iwan",997090677,Berlin-Wilmersdorf,"Meingast, Fritz",1956-1971,"Wilmersdorf, Berlin, Germany","(52.48333, 13.31667, 0.0)",52.48333,13.31667
"Heilbut, Iwan",997096365,Berlin-Wilmersdorf,"Meyer, Elisabeth",1955-1955,"Wilmersdorf, Berlin, Germany","(52.48333, 13.31667, 0.0)",52.48333,13.31667
"Heilbut, Iwan",997114118,Berlin-Wilmersdorf,"Müller-Jabusch, Maximilian",1955-1955,"Wilmersdorf, Berlin, Germany","(52.48333, 13.31667, 0.0)",52.48333,13.31667
"Heilbut, Iwan",997237562,Berlin-Wilmersdorf,"Wenninger, Hermann",1955-1955,"Wilmersdorf, Berlin, Germany","(52.48333, 13.31667, 0.0)",52.48333,13.31667
"Heilbut, Iwan",998326240,Berlin-Wilmersdorf,"Raeck, Kurt",1956-1956,"Wilmersdorf, Berlin, Germany","(52.48333, 13.31667, 0.0)",52.48333,13.31667
"Heilbut, Iwan",997071907,Berlin-Wilmersdorf,"Mayerhof, ...",1956-1956,"Wilmersdorf, Berlin, Germany","(52.48333, 13.31667, 0.0)",52.48333,13.31667
"Morvilius, Gretchen",997100419,Berlin-Wilmersdorf,"Heilbut, Iwan",1962-1964,"Wilmersdorf, Berlin, Germany","(52.48333, 13.31667, 0.0)",52.48333,13.31667
"Heilbut, Iwan",993511724,Berlin-Wilmersdorf,"Engert, Fritz",1955-1955,"Wilmersdorf, Berlin, Germany","(52.48333, 13.31667, 0.0)",52.48333,13.31667
"Heilbut, Iwan",993518710,Berlin-Wilmersdorf,"Ashcroft, Peggy",1955-1955,"Wilmersdorf, Berlin, Germany","(52.48333, 13.31667, 0.0)",52.48333,13.31667
"Strecker, Helga",999307118,Berlin-Wilmersdorf,"Heilbut, Iwan",1967-1967,"Wilmersdorf, Berlin, Germany","(52.48333, 13.31667, 0.0)",52.48333,13.31667
"Bruer, Ursula",994251076,Berlin-Wilmersdorf,"Heilbut, Iwan",1955-1955,"Wilmersdorf, Berlin, Germany","(52.48333, 13.31667, 0.0)",52.48333,13.31667
"Heilbut, Iwan",993802591,Berlin,"Herda, Wolfgang",1960-1960,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Heilbut, Iwan",994344538,Berlin,"Carreras, Maria",1960-1964,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Heilbut, Iwan",995890730,Berlin,"Guajardo, V. L.",1960-1960,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Heilbut, Iwan",996197850,Berlin,"Hell, Heinz",1966-1966,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Heilbut, Iwan",996221123,Berlin,"Hermoni, Šelômît",1960-1967,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Heilbut, Iwan",998779814,Berlin,"Struß, Dieter",1960-1960,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Heilbut, Iwan",999298615,Berlin,"Sternfeld, Wilhelm",1960-1960,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Heilbut, Iwan",999478540,Berlin,"Behrend, Horst",1960-1960,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Heering, Harry",1000509915,Berlin,"Heilbut, Charlotte",1955-1961,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Heilbut, Iwan",99710001X,Berlin,"Molzahn, Loretto",1960-1960,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Heilbut, Iwan",99771171X,Berlin,"Noeggerath, Marga",1960-1960,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Heilbut, Iwan",997711922,Berlin,"Reinholz, Franz",1960-1971,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Heilbut, Iwan",996596534,Berlin,"Jiptner, Lou",1964-1971,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Heilbut, Iwan",996601503,Berlin,"Keller, Josef",1960-1960,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Heilbut, Iwan",996785760,Berlin,"Leiser, Erwin",1960-1960,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Lothar, Frank",996939121,Berlin,"Heilbut, Iwan",1957-1957,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Tschich, Irmgard",996939377,Berlin,"Heilbut, Iwan",1957-1959,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Lustig, Peter",996963960,Berlin,"Heilbut, Iwan",1946-1946,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Mooshammer, Margarete",99710824X,Berlin,"Heilbut, Iwan",1957-1957,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Kundler, Herbert",998371033,Berlin,"Heilbut, Iwan",1952-1970,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Schaeffers, Willi",99839422X,Berlin,"Heilbut, Iwan",1957-1958,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Braun, Alfred",998770779,Berlin,"Heilbut, Iwan",1955-1970,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Wicclair, Walter",999956477,Berlin,"Heilbut, Iwan",1958-1969,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Heilbut, Iwan",993000851,Berlin,"Ropertz, Hans-Rolf",1960-1960,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Heilbut, Iwan",99340247X,Berlin,"Szypula, Rudolf",1959-1959,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Treitel, Miriam",999363700,Berlin,"Heilbut, Iwan",1958-1958,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Karsch, Walther",999490133,Berlin,"Heilbut, Iwan",1957-1957,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Waller, Gertrud",999646281,Berlin,"Heilbut, Iwan",1959-1969,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Grant, Rita J.",995868751,Berlin,"Heilbut, Iwan",1960-1960,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Schuster, Hanns",996006923,Berlin,"Heilbut, Iwan",1961-1961,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Herrenkind, Otto",996221905,Berlin,"Heilbut, Iwan",1965-1965,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Hübner, Elisabeth",996401636,Berlin,"Heilbut, Iwan",1959-1959,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Urbach, Ilse",996733361,Berlin,"Heilbut, Iwan",1957-1960,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Landers, Margot",996741429,Berlin,"Heilbut, Iwan",1954-1954,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Lemmer, Ernst",996787372,Berlin,"Heilbut, Iwan",1958-1958,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Cahnman, Werner Jacob",994340869,Berlin,"Heilbut, Iwan",1955-1955,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Henning, Otto",999479059,Berlin,"Heilbut, Iwan",1960-1960,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Drewitz, Ingeborg",994664575,Berlin,"Heilbut, Iwan",1970-1970,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Elsberg, Heinz",994768982,Berlin,"Heilbut, Iwan",1959-1970,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Huder, Walther",993001580,Berlin,"Heilbut, Iwan",1966-1968,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Altenberg, Paul",993011233,Berlin,"Heilbut, Iwan",1960-1960,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Jewell, R. L.",993497209,Berlin,"Heilbut, Iwan",1968-1968,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Engert, Fritz",993497624,Berlin,"Heilbut, Iwan",1955-1955,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Aust, Hertha",993504531,Berlin,"Heilbut, Iwan",1959-1959,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
"Nagel, Claus Dieter",99351135X,Berlin,"Heilbut, Iwan",1971-1971,"Berlin, Berlin, Germany","(52.52437, 13.41053, 0.0)",52.52437,13.41053
